,Review Text,Polarity_Rating
4452,Taj Hotel elegant comfortable nicely appointed offers good service However tho face Arabian Sea poorly located guess like patrons end part Mumbai isnt much else category otherwise little going Unlike Taj Hotels South Mumbai one feels bit cut neighbourhood street life frankly love Mumbai restaurant patronised mediocre best many Restaurant Taj Hotels idea catering Western palette making everything taste like British school dinners,Neutral
743,stay good Requests attended promptly breakfast also enjoyable plan event unfortunately met absolutely clueless equally arrogant sales executive Adeeb Although taken appointment another event sales executive arrival insisted showing us around time literally answers questions neither courtesy even find come back us case Taj lawns said sea facing actually slumhuts facing need actually get stage erected sea side avoid eyesore finally booked event Trident Nariman Point thanks gentleman fine job sending us away…,Neutral
1623,Stayed hotel two nights bedside master control alarm lights ac curtains control forever conking master master control inside cupboard room midnight ac went int e da time curtains open summon maintenance guys fair came promptly competent put things back order problem two days call least 5 times became stressful one know light ac stop working would left pushing buttons real dampener otherwise fantastic property great service Taj quickly look kind shoddy automation wont risk saying,Neutral
4005,Stayed Club room level Club Lounge really surprised see stiff service meted guests using lounge really never hotel early evening happy hours morning spread lack lustre average indian fare made order ommelettes nice though made experience average service surprisingly curt,Neutral
2344,property better terms helping guests lead better time providing healthy services Breakfast floor small one must plan well catch breakfast crowded times,Neutral
2438,hotel could much given price property dated especially compared international chains recently opened properties Mumbai One way offset age improve service sadly Taj service reactionary rather proactive anticipating guest needs Check check ok minimal hassle bottle lotion bed reaching room Strange honestly unnecessary offset lack international plugs room power strip nightstand lobby lounge menu needs upgrade proper mix Indian snacks International fare breakfast buffet better although getting dosa table quite challenge also issues trying find…,Neutral
2349,1 room locked 2 occasions laundry delivered posed huge security risk 2 People taking orders breakfast phone room diningtake aways got orders wrong several occasions despite repeated least three times repeat order back 3 interior rooms little dated could use upcoming uplift overall décor,Neutral
409,Pros Location convenient Hotel transport good Service attentive hospitable warm overall Food Ming Yang Atrium Lounge good Cons General occurrence numerous staff promising yes request without checking could actually fulfilled Room walls thin could hear guests chatting showering walking around plugging devices sockets,Neutral
3424,Overall nice hotel good attentive service great location Im basing several previous stays downside experienced today conciergetravel desk requested one way drop another hotel near airport 2025 mins away including traffic first person spoke quoted Rs700 one hour car rental fine preparing make payment another man apparently authority said since going somewhere near airport charged airport rate Rs 3000 Yesthats rightmore 60 USD 20 minute drop 4 times originally quoted protests vain quite rudely given run around…,Neutral
3036,Poor attention detail Zero anticipation clients needs even repeat visitor Indifferent hospitality indifferent food absence leadership apparent Great location fabulous view somewhat mitigates shortcomings Hotel seems take customers granted,Neutral
