,Reviewer,Review,Ratings,Date
2915,akky_20,"Best of all.. Location, view, service.. And room and facilities are at its best.. One of the best hotel. Restaurant, spa and gym also are best of all. You can always find Bollywood stars in hotel lobby or gym. Staffs are very professional and kind.. It's more than worth",5,Aug 2015
2916,Shailesh,"Had yet another great stay at Taj Lands End. Got a room with excellent sea view again.  Everything was great as always, but the real revelation this time was their Indian restaurant - Masala Bay. I usually ate at the Vista, but decided to try Masala Bay this time. The food turned out to be excellent. Enjoyed the the swimming pool and the Jacuzzi; they need some repair, though.  Both the Hotel and the restaurant are highly recommended.",5,eview Aug 2015
2917,Deepak,"The Service Quality, The Food, The Royal Ambiance, The Comfort, The Meet and Greet, The Room, The View, The Hospitality, even the choice of Restaurants  ... the list goes on... always live up to my expectations ... cheers .. Keep It Up.",5,w Aug 2015
2918,Mee,"Our stay at Taj Lands End, Mumbai is indeed a memorable one. We really enjoyed our stay and appreciated the hospitality of Mr Sanket for the room service. He did his work with much professionalism. We really look forward for his service for our future stay at the hotel. ",5,w Aug 2015
2919,Omotayo,"I stayed at the Taj twice during one visit because I had travelled to a different city in between stays. The experience was consistent. Everyone was professional and welcoming. With as many guests as they had, I felt like the security, concierge and dining people attended ""especially"" to me. Meaning, they recognized me, talked with me, remembered details about my trip etc. The rooms were clean. My cleaning person got me some toothpaste when he saw I was running out!  He also brought me some raisins because he realized I like them. So the service really is impeccable. The location is central,about 20-25 mins give or take from Southern Mumbai and the northern parts.  Last point, I didn't realize it was a ""luxury"" hotel, when I booked. If you get a good deal via a hotels discount…",5,w Aug 2015
2920,Madanmohan,"I always prefer to stay in Taj group of hotels.This property is also one of the best property of Taj group in India.The sea view and sea link view is amazing, one can enjoy the view in leisure time.The food,ambience and hospitality standard as usual of Taj group of hotels.There is nothing to say much regarding this property it's in real sense a Five star hotel with seven star luxury.",5,w Aug 2015
2921,Aarti,"I've stayed here thrice in the last 8 months, and each stay has been better than the previous one. I've stayed in great hotels around the world, and nothing comes close to the service that Taj provides. being such a large hotel, the staff are still able to keep it personal. everyone smiles, everyone greets, everyone helps, and everyone makes u feel special. the rooms are nice, specially the grand luxury rooms and the food is to die for. i ordered way too much room service this last trip, and every meal was catered to my 3 year old son's liking. they specially made non spicy food for him, and called me later to ask if he liked it. my son hurt himself one time, and not only did they send me ice but offered to call the on-duty doctor or help in any other way that i needed. In fact,…",5,w Jul 2015
2922,Ajay,Taj Landsend is the best property in the whole of India with its best service and food. The training to every employee is commendable. Highly Recommended to all sorts of travellers whether for leisure or business. The Location of the hotel is excellent.,5,w Jul 2015
2923,Nashat,"It is wonderful experience and the team is so friendly and welcoming. I highly recommend it. I liked their team spirit, treatment and prompt approach to make your experience worth it. The location is cool but if you plan to visit down town Mumbai prepare yourself for a full day of activities and do not hesitate to take your high tea at Taj hotel around the swimming pool.",5,w Jul 2015
2924,Saket,"had done an advance booking through taj reservation desk still the front desk said i had no booking even thought i had the booking id, hence i got the room which i didn't want. The service was very poor. I stay in this hotel almost every week but this time the service was poor i am regretting my stay.",2,w Jul 2015
2925,gold7778t,https://www.youtube.com/watch?v=Ak_-LmsjskI  copy and paste the above link for more info of the hotel before u go.  It was a wonderful stay in this hotel. They drive you for short distance for free. Dont miss it.The hotel staff were professional and warm friendly. Very informative if you ask them for travel tips.,4,Jul 2015
2926,Sanjay,Taj lands is one of the finest Hotel. The staff and the service is extraordinary. They really take care of each guest in a specail manner. Food also is outstanding. I have been staying here for over 15 years now and atleast 10 occassions every year.,5,w Jul 2015
2927,siddharth,"This is a hotel you only want to keep extending your stay! The location and ambience is so awesome that you just dont feel like checking out! Stayed here some time back in the month of February. While the weather was just settling down, the views from the sea facing room are breathtaking. Right from the hospitality, room service, food and the stay experience is just awesome. You just want to pamper yourself with their excellent services, plush room, lavish spa and the list goes on.Thank you Taj as always for the unique experience.",5,w Jul 2015
